,date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
9736,2018-04-12 10:15:00,61.88,25.56,0.0,0.03,92.43,36900,Weekday,Thursday,Maximum_Load
9737,2018-04-12 10:30:00,59.54,26.03,0.0,0.03,91.63,37800,Weekday,Thursday,Maximum_Load
9738,2018-04-12 10:45:00,59.29,26.86,0.0,0.03,91.09,38700,Weekday,Thursday,Maximum_Load
9739,2018-04-12 11:00:00,40.46,8.93,0.0,0.02,97.65,39600,Weekday,Thursday,Maximum_Load
9740,2018-04-12 11:15:00,43.88,29.74,0.0,0.02,82.78,40500,Weekday,Thursday,Maximum_Load
9741,2018-04-12 11:30:00,39.74,25.31,0.0,0.02,84.35,41400,Weekday,Thursday,Maximum_Load
9742,2018-04-12 11:45:00,43.85,30.2,0.0,0.02,82.36,42300,Weekday,Thursday,Maximum_Load
9743,2018-04-12 12:00:00,43.67,29.05,0.0,0.02,83.26,43200,Weekday,Thursday,Maximum_Load
9744,2018-04-12 12:15:00,12.13,3.67,16.78,0.01,95.72,44100,Weekday,Thursday,Medium_Load
9745,2018-04-12 12:30:00,5.44,0.0,24.66,0.0,100.0,45000,Weekday,Thursday,Medium_Load
9746,2018-04-12 12:45:00,5.62,0.0,24.34,0.0,100.0,45900,Weekday,Thursday,Medium_Load
9747,2018-04-12 13:00:00,6.12,0.0,24.59,0.0,100.0,46800,Weekday,Thursday,Medium_Load
9748,2018-04-12 13:15:00,41.9,14.15,3.56,0.02,94.74,47700,Weekday,Thursday,Maximum_Load
9749,2018-04-12 13:30:00,65.7,40.21,0.0,0.03,85.29,48600,Weekday,Thursday,Maximum_Load
9750,2018-04-12 13:45:00,58.18,42.37,0.0,0.03,80.84,49500,Weekday,Thursday,Maximum_Load
9751,2018-04-12 14:00:00,48.2,20.66,0.0,0.02,91.91,50400,Weekday,Thursday,Maximum_Load
9752,2018-04-12 14:15:00,67.43,37.51,0.0,0.03,87.39,51300,Weekday,Thursday,Maximum_Load
9753,2018-04-12 14:30:00,66.85,50.72,0.0,0.03,79.67,52200,Weekday,Thursday,Maximum_Load
9754,2018-04-12 14:45:00,49.32,20.88,0.0,0.02,92.09,53100,Weekday,Thursday,Maximum_Load
9755,2018-04-12 15:00:00,47.05,18.32,0.0,0.02,93.19,54000,Weekday,Thursday,Maximum_Load
9756,2018-04-12 15:15:00,51.16,25.38,0.0,0.02,89.58,54900,Weekday,Thursday,Maximum_Load
9757,2018-04-12 15:30:00,53.78,26.6,0.0,0.02,89.64,55800,Weekday,Thursday,Maximum_Load
9758,2018-04-12 15:45:00,77.15,42.88,0.0,0.04,87.41,56700,Weekday,Thursday,Maximum_Load
9759,2018-04-12 16:00:00,69.52,39.78,0.0,0.03,86.8,57600,Weekday,Thursday,Maximum_Load
9760,2018-04-12 16:15:00,69.23,39.82,0.0,0.03,86.68,58500,Weekday,Thursday,Maximum_Load
9761,2018-04-12 16:30:00,68.29,43.02,0.0,0.03,84.61,59400,Weekday,Thursday,Maximum_Load
9762,2018-04-12 16:45:00,50.44,16.27,0.0,0.02,95.17,60300,Weekday,Thursday,Maximum_Load
9763,2018-04-12 17:00:00,74.7,39.92,0.0,0.03,88.2,61200,Weekday,Thursday,Maximum_Load
9764,2018-04-12 17:15:00,60.16,20.66,0.0,0.03,94.58,62100,Weekday,Thursday,Medium_Load
9765,2018-04-12 17:30:00,67.68,33.26,0.0,0.03,89.75,63000,Weekday,Thursday,Medium_Load
9766,2018-04-12 17:45:00,37.04,4.93,2.41,0.02,99.13,63900,Weekday,Thursday,Medium_Load
9767,2018-04-12 18:00:00,29.74,0.0,8.14,0.01,100.0,64800,Weekday,Thursday,Medium_Load
9768,2018-04-12 18:15:00,33.91,13.68,0.61,0.02,92.74,65700,Weekday,Thursday,Medium_Load
9769,2018-04-12 18:30:00,36.54,18.72,0.0,0.02,89.0,66600,Weekday,Thursday,Medium_Load
9770,2018-04-12 18:45:00,34.67,4.9,0.79,0.02,99.02,67500,Weekday,Thursday,Medium_Load
9771,2018-04-12 19:00:00,37.58,1.84,0.43,0.02,99.88,68400,Weekday,Thursday,Medium_Load
9772,2018-04-12 19:15:00,35.1,1.04,1.87,0.02,99.96,69300,Weekday,Thursday,Medium_Load
9773,2018-04-12 19:30:00,37.3,1.3,0.79,0.02,99.94,70200,Weekday,Thursday,Medium_Load
9774,2018-04-12 19:45:00,35.1,0.9,2.05,0.02,99.97,71100,Weekday,Thursday,Medium_Load
9775,2018-04-12 20:00:00,36.18,0.94,1.22,0.02,99.97,72000,Weekday,Thursday,Medium_Load
9776,2018-04-12 20:15:00,35.96,1.12,1.69,0.02,99.95,72900,Weekday,Thursday,Medium_Load
9777,2018-04-12 20:30:00,33.84,0.54,3.1,0.02,99.99,73800,Weekday,Thursday,Medium_Load
9778,2018-04-12 20:45:00,35.78,0.94,1.76,0.02,99.97,74700,Weekday,Thursday,Medium_Load
9779,2018-04-12 21:00:00,20.66,0.65,13.72,0.01,99.95,75600,Weekday,Thursday,Medium_Load
9780,2018-04-12 21:15:00,5.94,0.0,25.67,0.0,100.0,76500,Weekday,Thursday,Medium_Load
9781,2018-04-12 21:30:00,5.72,0.0,25.74,0.0,100.0,77400,Weekday,Thursday,Medium_Load
9782,2018-04-12 21:45:00,5.72,0.0,25.7,0.0,100.0,78300,Weekday,Thursday,Medium_Load
9783,2018-04-12 22:00:00,5.65,0.0,25.63,0.0,100.0,79200,Weekday,Thursday,Medium_Load
9784,2018-04-12 22:15:00,5.22,2.27,14.69,0.0,91.7,80100,Weekday,Thursday,Medium_Load
9785,2018-04-12 22:30:00,4.0,6.44,0.0,0.0,52.76,81000,Weekday,Thursday,Medium_Load
9786,2018-04-12 22:45:00,4.03,6.34,0.0,0.0,53.64,81900,Weekday,Thursday,Medium_Load
9787,2018-04-12 23:00:00,4.07,6.41,0.0,0.0,53.6,82800,Weekday,Thursday,Medium_Load
9788,2018-04-12 23:15:00,4.1,6.16,0.0,0.0,55.41,83700,Weekday,Thursday,Light_Load
9789,2018-04-12 23:30:00,3.96,5.8,0.0,0.0,56.39,84600,Weekday,Thursday,Light_Load
9790,2018-04-12 23:45:00,4.07,5.87,0.0,0.0,56.98,85500,Weekday,Thursday,Light_Load
9791,2018-04-12 00:00:00,4.1,6.26,0.0,0.0,54.79,0,Weekday,Thursday,Light_Load
9792,2018-04-13 00:15:00,4.07,6.37,0.0,0.0,53.84,900,Weekday,Friday,Light_Load
9793,2018-04-13 00:30:00,4.18,6.52,0.0,0.0,53.97,1800,Weekday,Friday,Light_Load
9794,2018-04-13 00:45:00,4.1,6.48,0.0,0.0,53.47,2700,Weekday,Friday,Light_Load
9795,2018-04-13 01:00:00,4.18,6.59,0.0,0.0,53.56,3600,Weekday,Friday,Light_Load
9796,2018-04-13 01:15:00,4.21,6.3,0.0,0.0,55.56,4500,Weekday,Friday,Light_Load
9797,2018-04-13 01:30:00,4.03,6.37,0.0,0.0,53.46,5400,Weekday,Friday,Light_Load
9798,2018-04-13 01:45:00,3.71,4.86,0.0,0.0,60.68,6300,Weekday,Friday,Light_Load
9799,2018-04-13 02:00:00,4.25,6.3,0.0,0.0,55.92,7200,Weekday,Friday,Light_Load
9800,2018-04-13 02:15:00,3.46,4.5,0.0,0.0,60.95,8100,Weekday,Friday,Light_Load
9801,2018-04-13 02:30:00,3.42,4.39,0.0,0.0,61.46,9000,Weekday,Friday,Light_Load
9802,2018-04-13 02:45:00,3.49,4.75,0.0,0.0,59.21,9900,Weekday,Friday,Light_Load
9803,2018-04-13 03:00:00,3.56,4.68,0.0,0.0,60.54,10800,Weekday,Friday,Light_Load
9804,2018-04-13 03:15:00,3.46,4.21,0.0,0.0,63.49,11700,Weekday,Friday,Light_Load
9805,2018-04-13 03:30:00,3.38,4.03,0.0,0.0,64.26,12600,Weekday,Friday,Light_Load
9806,2018-04-13 03:45:00,3.42,4.28,0.0,0.0,62.42,13500,Weekday,Friday,Light_Load
9807,2018-04-13 04:00:00,3.42,4.28,0.0,0.0,62.42,14400,Weekday,Friday,Light_Load
9808,2018-04-13 04:15:00,3.42,4.21,0.0,0.0,63.05,15300,Weekday,Friday,Light_Load
9809,2018-04-13 04:30:00,4.25,6.62,0.0,0.0,54.02,16200,Weekday,Friday,Light_Load
9810,2018-04-13 04:45:00,3.74,5.29,0.0,0.0,57.73,17100,Weekday,Friday,Light_Load
9811,2018-04-13 05:00:00,3.46,4.36,0.0,0.0,62.16,18000,Weekday,Friday,Light_Load
9812,2018-04-13 05:15:00,3.49,4.39,0.0,0.0,62.23,18900,Weekday,Friday,Light_Load
9813,2018-04-13 05:30:00,3.74,5.33,0.0,0.0,57.44,19800,Weekday,Friday,Light_Load
9814,2018-04-13 05:45:00,4.18,7.06,0.0,0.0,50.95,20700,Weekday,Friday,Light_Load
9815,2018-04-13 06:00:00,3.49,4.9,0.0,0.0,58.01,21600,Weekday,Friday,Light_Load
9816,2018-04-13 06:15:00,3.38,4.79,0.0,0.0,57.65,22500,Weekday,Friday,Light_Load
9817,2018-04-13 06:30:00,3.38,4.75,0.0,0.0,57.98,23400,Weekday,Friday,Light_Load
9818,2018-04-13 06:45:00,3.38,4.75,0.0,0.0,57.98,24300,Weekday,Friday,Light_Load
9819,2018-04-13 07:00:00,3.46,4.86,0.0,0.0,58.0,25200,Weekday,Friday,Light_Load
9820,2018-04-13 07:15:00,3.35,4.61,0.0,0.0,58.79,26100,Weekday,Friday,Light_Load
9821,2018-04-13 07:30:00,3.64,4.72,0.0,0.0,61.07,27000,Weekday,Friday,Light_Load
9822,2018-04-13 07:45:00,4.46,6.05,0.0,0.0,59.34,27900,Weekday,Friday,Light_Load
9823,2018-04-13 08:00:00,6.08,7.56,0.0,0.0,62.67,28800,Weekday,Friday,Light_Load
9824,2018-04-13 08:15:00,44.68,39.82,0.0,0.02,74.65,29700,Weekday,Friday,Light_Load
9825,2018-04-13 08:30:00,45.11,41.47,0.0,0.02,73.62,30600,Weekday,Friday,Light_Load
9826,2018-04-13 08:45:00,47.63,41.15,0.0,0.02,75.67,31500,Weekday,Friday,Light_Load
9827,2018-04-13 09:00:00,72.47,35.28,0.0,0.03,89.91,32400,Weekday,Friday,Light_Load
9828,2018-04-13 09:15:00,57.78,21.28,0.0,0.03,93.84,33300,Weekday,Friday,Medium_Load
9829,2018-04-13 09:30:00,73.8,37.37,0.0,0.03,89.21,34200,Weekday,Friday,Medium_Load
9830,2018-04-13 09:45:00,64.4,22.25,0.0,0.03,94.52,35100,Weekday,Friday,Medium_Load
9831,2018-04-13 10:00:00,63.76,26.03,0.0,0.03,92.58,36000,Weekday,Friday,Medium_Load
9832,2018-04-13 10:15:00,65.05,24.37,0.0,0.03,93.64,36900,Weekday,Friday,Maximum_Load
9833,2018-04-13 10:30:00,60.7,25.7,0.0,0.03,92.09,37800,Weekday,Friday,Maximum_Load
9834,2018-04-13 10:45:00,48.53,12.31,0.0,0.02,96.93,38700,Weekday,Friday,Maximum_Load
9835,2018-04-13 11:00:00,51.48,13.75,0.0,0.02,96.61,39600,Weekday,Friday,Maximum_Load
9836,2018-04-13 11:15:00,56.23,31.82,0.0,0.03,87.03,40500,Weekday,Friday,Maximum_Load
9837,2018-04-13 11:30:00,62.86,39.2,0.0,0.03,84.85,41400,Weekday,Friday,Maximum_Load
9838,2018-04-13 11:45:00,71.42,45.07,0.0,0.03,84.57,42300,Weekday,Friday,Maximum_Load
9839,2018-04-13 12:00:00,47.16,27.0,0.0,0.02,86.78,43200,Weekday,Friday,Maximum_Load
9840,2018-04-13 12:15:00,9.04,1.19,18.72,0.0,99.14,44100,Weekday,Friday,Medium_Load
9841,2018-04-13 12:30:00,4.43,0.0,19.51,0.0,100.0,45000,Weekday,Friday,Medium_Load
9842,2018-04-13 12:45:00,4.61,0.0,16.06,0.0,100.0,45900,Weekday,Friday,Medium_Load
9843,2018-04-13 13:00:00,4.5,0.0,16.2,0.0,100.0,46800,Weekday,Friday,Medium_Load
9844,2018-04-13 13:15:00,46.87,15.34,4.28,0.02,95.04,47700,Weekday,Friday,Maximum_Load
9845,2018-04-13 13:30:00,63.76,24.66,0.0,0.03,93.27,48600,Weekday,Friday,Maximum_Load
9846,2018-04-13 13:45:00,62.68,24.23,0.0,0.03,93.27,49500,Weekday,Friday,Maximum_Load
9847,2018-04-13 14:00:00,57.42,19.84,0.0,0.03,94.52,50400,Weekday,Friday,Maximum_Load
9848,2018-04-13 14:15:00,48.24,12.49,0.0,0.02,96.81,51300,Weekday,Friday,Maximum_Load
9849,2018-04-13 14:30:00,52.99,15.44,0.0,0.02,96.01,52200,Weekday,Friday,Maximum_Load
9850,2018-04-13 14:45:00,69.34,30.89,0.0,0.03,91.35,53100,Weekday,Friday,Maximum_Load
9851,2018-04-13 15:00:00,68.76,28.73,0.0,0.03,92.27,54000,Weekday,Friday,Maximum_Load
9852,2018-04-13 15:15:00,54.18,17.68,0.0,0.02,95.07,54900,Weekday,Friday,Maximum_Load
9853,2018-04-13 15:30:00,46.26,11.12,0.04,0.02,97.23,55800,Weekday,Friday,Maximum_Load
9854,2018-04-13 15:45:00,56.3,19.73,0.0,0.03,94.37,56700,Weekday,Friday,Maximum_Load
9855,2018-04-13 16:00:00,38.12,3.28,0.29,0.02,99.63,57600,Weekday,Friday,Maximum_Load
9856,2018-04-13 16:15:00,38.77,3.6,0.32,0.02,99.57,58500,Weekday,Friday,Maximum_Load
9857,2018-04-13 16:30:00,49.21,11.41,0.14,0.02,97.42,59400,Weekday,Friday,Maximum_Load
9858,2018-04-13 16:45:00,61.92,27.18,0.0,0.03,91.57,60300,Weekday,Friday,Maximum_Load
9859,2018-04-13 17:00:00,38.56,4.68,0.11,0.02,99.27,61200,Weekday,Friday,Maximum_Load
9860,2018-04-13 17:15:00,37.62,3.24,1.87,0.02,99.63,62100,Weekday,Friday,Medium_Load
9861,2018-04-13 17:30:00,32.54,0.83,6.16,0.01,99.97,63000,Weekday,Friday,Medium_Load
9862,2018-04-13 17:45:00,30.42,0.0,8.32,0.01,100.0,63900,Weekday,Friday,Medium_Load
9863,2018-04-13 18:00:00,29.02,0.0,9.25,0.01,100.0,64800,Weekday,Friday,Medium_Load
9864,2018-04-13 18:15:00,28.15,7.16,0.68,0.01,96.91,65700,Weekday,Friday,Medium_Load
9865,2018-04-13 18:30:00,29.59,8.64,0.0,0.01,95.99,66600,Weekday,Friday,Medium_Load
9866,2018-04-13 18:45:00,30.64,2.16,4.0,0.01,99.75,67500,Weekday,Friday,Medium_Load
9867,2018-04-13 19:00:00,31.14,0.32,4.9,0.01,99.99,68400,Weekday,Friday,Medium_Load
9868,2018-04-13 19:15:00,33.08,0.22,3.35,0.02,100.0,69300,Weekday,Friday,Medium_Load
9869,2018-04-13 19:30:00,34.63,0.4,3.6,0.02,99.99,70200,Weekday,Friday,Medium_Load
9870,2018-04-13 19:45:00,35.06,0.61,3.2,0.02,99.98,71100,Weekday,Friday,Medium_Load
9871,2018-04-13 20:00:00,37.33,1.08,2.09,0.02,99.96,72000,Weekday,Friday,Medium_Load
9872,2018-04-13 20:15:00,37.08,0.94,2.16,0.02,99.97,72900,Weekday,Friday,Medium_Load
9873,2018-04-13 20:30:00,36.5,0.65,2.52,0.02,99.98,73800,Weekday,Friday,Medium_Load
9874,2018-04-13 20:45:00,39.38,1.8,0.36,0.02,99.9,74700,Weekday,Friday,Medium_Load
9875,2018-04-13 21:00:00,29.63,0.68,6.66,0.01,99.97,75600,Weekday,Friday,Medium_Load
9876,2018-04-13 21:15:00,5.08,0.0,25.74,0.0,100.0,76500,Weekday,Friday,Medium_Load
9877,2018-04-13 21:30:00,5.4,0.0,25.85,0.0,100.0,77400,Weekday,Friday,Medium_Load
9878,2018-04-13 21:45:00,5.29,0.0,25.78,0.0,100.0,78300,Weekday,Friday,Medium_Load
9879,2018-04-13 22:00:00,5.29,0.0,25.85,0.0,100.0,79200,Weekday,Friday,Medium_Load
9880,2018-04-13 22:15:00,5.11,2.3,14.26,0.0,91.19,80100,Weekday,Friday,Medium_Load
9881,2018-04-13 22:30:00,4.9,5.36,0.0,0.0,67.47,81000,Weekday,Friday,Medium_Load
9882,2018-04-13 22:45:00,4.75,5.26,0.0,0.0,67.02,81900,Weekday,Friday,Medium_Load
9883,2018-04-13 23:00:00,4.75,5.18,0.0,0.0,67.59,82800,Weekday,Friday,Medium_Load
9884,2018-04-13 23:15:00,4.25,4.28,0.0,0.0,70.46,83700,Weekday,Friday,Light_Load
9885,2018-04-13 23:30:00,3.53,3.38,0.0,0.0,72.23,84600,Weekday,Friday,Light_Load
9886,2018-04-13 23:45:00,3.64,3.38,0.0,0.0,73.28,85500,Weekday,Friday,Light_Load
9887,2018-04-13 00:00:00,3.56,3.92,0.0,0.0,67.23,0,Weekday,Friday,Light_Load
9888,2018-04-14 00:15:00,3.56,4.0,0.0,0.0,66.48,900,Weekend,Saturday,Light_Load
9889,2018-04-14 00:30:00,3.6,3.49,0.0,0.0,71.8,1800,Weekend,Saturday,Light_Load
9890,2018-04-14 00:45:00,3.6,3.6,0.0,0.0,70.71,2700,Weekend,Saturday,Light_Load
9891,2018-04-14 01:00:00,3.67,3.92,0.0,0.0,68.34,3600,Weekend,Saturday,Light_Load
9892,2018-04-14 01:15:00,3.67,4.21,0.0,0.0,65.71,4500,Weekend,Saturday,Light_Load
9893,2018-04-14 01:30:00,3.64,3.85,0.0,0.0,68.7,5400,Weekend,Saturday,Light_Load
9894,2018-04-14 01:45:00,3.6,3.71,0.0,0.0,69.64,6300,Weekend,Saturday,Light_Load
9895,2018-04-14 02:00:00,3.67,3.85,0.0,0.0,69.0,7200,Weekend,Saturday,Light_Load
9896,2018-04-14 02:15:00,3.67,4.07,0.0,0.0,66.97,8100,Weekend,Saturday,Light_Load
9897,2018-04-14 02:30:00,3.78,4.1,0.0,0.0,67.78,9000,Weekend,Saturday,Light_Load
9898,2018-04-14 02:45:00,4.14,4.64,0.0,0.0,66.58,9900,Weekend,Saturday,Light_Load
9899,2018-04-14 03:00:00,3.71,4.5,0.0,0.0,63.61,10800,Weekend,Saturday,Light_Load
9900,2018-04-14 03:15:00,3.06,3.96,0.0,0.0,61.14,11700,Weekend,Saturday,Light_Load
9901,2018-04-14 03:30:00,3.06,3.89,0.0,0.0,61.83,12600,Weekend,Saturday,Light_Load
9902,2018-04-14 03:45:00,3.13,4.1,0.0,0.0,60.68,13500,Weekend,Saturday,Light_Load
9903,2018-04-14 04:00:00,3.1,4.03,0.0,0.0,60.97,14400,Weekend,Saturday,Light_Load
9904,2018-04-14 04:15:00,3.1,4.1,0.0,0.0,60.31,15300,Weekend,Saturday,Light_Load
9905,2018-04-14 04:30:00,3.1,4.21,0.0,0.0,59.29,16200,Weekend,Saturday,Light_Load
9906,2018-04-14 04:45:00,3.1,4.07,0.0,0.0,60.59,17100,Weekend,Saturday,Light_Load
9907,2018-04-14 05:00:00,3.1,4.1,0.0,0.0,60.31,18000,Weekend,Saturday,Light_Load
9908,2018-04-14 05:15:00,3.17,4.28,0.0,0.0,59.52,18900,Weekend,Saturday,Light_Load
9909,2018-04-14 05:30:00,3.13,4.32,0.0,0.0,58.67,19800,Weekend,Saturday,Light_Load
9910,2018-04-14 05:45:00,3.71,4.57,0.0,0.0,63.03,20700,Weekend,Saturday,Light_Load
9911,2018-04-14 06:00:00,3.24,4.54,0.0,0.0,58.09,21600,Weekend,Saturday,Light_Load
9912,2018-04-14 06:15:00,3.13,4.61,0.0,0.0,56.17,22500,Weekend,Saturday,Light_Load
9913,2018-04-14 06:30:00,3.13,4.46,0.0,0.0,57.44,23400,Weekend,Saturday,Light_Load
9914,2018-04-14 06:45:00,3.28,4.75,0.0,0.0,56.82,24300,Weekend,Saturday,Light_Load
9915,2018-04-14 07:00:00,3.74,5.26,0.0,0.0,57.95,25200,Weekend,Saturday,Light_Load
9916,2018-04-14 07:15:00,3.31,4.72,0.0,0.0,57.42,26100,Weekend,Saturday,Light_Load
9917,2018-04-14 07:30:00,3.1,4.36,0.0,0.0,57.95,27000,Weekend,Saturday,Light_Load
9918,2018-04-14 07:45:00,3.1,4.28,0.0,0.0,58.66,27900,Weekend,Saturday,Light_Load
9919,2018-04-14 08:00:00,3.28,4.21,0.0,0.0,61.46,28800,Weekend,Saturday,Light_Load
9920,2018-04-14 08:15:00,17.39,14.65,0.0,0.01,76.48,29700,Weekend,Saturday,Light_Load
9921,2018-04-14 08:30:00,32.44,24.91,0.0,0.01,79.31,30600,Weekend,Saturday,Light_Load
9922,2018-04-14 08:45:00,34.42,26.14,0.0,0.02,79.64,31500,Weekend,Saturday,Light_Load
9923,2018-04-14 09:00:00,33.91,4.28,3.74,0.02,99.21,32400,Weekend,Saturday,Light_Load
9924,2018-04-14 09:15:00,34.6,0.07,4.36,0.02,100.0,33300,Weekend,Saturday,Medium_Load
9925,2018-04-14 09:30:00,35.53,0.0,4.32,0.02,100.0,34200,Weekend,Saturday,Medium_Load
9926,2018-04-14 09:45:00,34.74,0.47,4.86,0.02,99.99,35100,Weekend,Saturday,Medium_Load
9927,2018-04-14 10:00:00,34.96,0.72,3.06,0.02,99.98,36000,Weekend,Saturday,Medium_Load
9928,2018-04-14 10:15:00,36.97,0.68,2.2,0.02,99.98,36900,Weekend,Saturday,Maximum_Load
9929,2018-04-14 10:30:00,38.16,0.86,1.19,0.02,99.97,37800,Weekend,Saturday,Maximum_Load
9930,2018-04-14 10:45:00,36.72,0.65,2.23,0.02,99.98,38700,Weekend,Saturday,Maximum_Load
9931,2018-04-14 11:00:00,37.62,0.68,1.69,0.02,99.98,39600,Weekend,Saturday,Maximum_Load
9932,2018-04-14 11:15:00,36.68,14.94,0.0,0.02,92.61,40500,Weekend,Saturday,Maximum_Load
9933,2018-04-14 11:30:00,37.73,16.99,0.0,0.02,91.18,41400,Weekend,Saturday,Maximum_Load
9934,2018-04-14 11:45:00,38.34,16.74,0.0,0.02,91.65,42300,Weekend,Saturday,Maximum_Load
9935,2018-04-14 12:00:00,11.41,3.02,3.46,0.01,96.67,43200,Weekend,Saturday,Maximum_Load
9936,2018-04-14 12:15:00,3.49,0.0,12.82,0.0,100.0,44100,Weekend,Saturday,Medium_Load
9937,2018-04-14 12:30:00,3.64,0.0,16.78,0.0,100.0,45000,Weekend,Saturday,Medium_Load
9938,2018-04-14 12:45:00,4.32,0.0,16.74,0.0,100.0,45900,Weekend,Saturday,Medium_Load
9939,2018-04-14 13:00:00,4.54,0.0,22.21,0.0,100.0,46800,Weekend,Saturday,Medium_Load
9940,2018-04-14 13:15:00,12.42,0.04,16.02,0.01,100.0,47700,Weekend,Saturday,Maximum_Load
9941,2018-04-14 13:30:00,38.09,0.9,1.22,0.02,99.97,48600,Weekend,Saturday,Maximum_Load
9942,2018-04-14 13:45:00,37.37,0.72,1.91,0.02,99.98,49500,Weekend,Saturday,Maximum_Load
9943,2018-04-14 14:00:00,34.74,0.58,3.42,0.02,99.99,50400,Weekend,Saturday,Maximum_Load
9944,2018-04-14 14:15:00,39.28,1.26,0.54,0.02,99.95,51300,Weekend,Saturday,Maximum_Load
9945,2018-04-14 14:30:00,36.36,0.83,2.34,0.02,99.97,52200,Weekend,Saturday,Maximum_Load
9946,2018-04-14 14:45:00,38.66,1.26,0.54,0.02,99.95,53100,Weekend,Saturday,Maximum_Load
9947,2018-04-14 15:00:00,35.17,0.86,2.52,0.02,99.97,54000,Weekend,Saturday,Maximum_Load
9948,2018-04-14 15:15:00,38.59,1.55,0.4,0.02,99.92,54900,Weekend,Saturday,Maximum_Load
9949,2018-04-14 15:30:00,35.46,0.94,2.2,0.02,99.96,55800,Weekend,Saturday,Maximum_Load
9950,2018-04-14 15:45:00,38.12,1.58,0.4,0.02,99.91,56700,Weekend,Saturday,Maximum_Load
9951,2018-04-14 16:00:00,34.2,0.86,2.38,0.02,99.97,57600,Weekend,Saturday,Maximum_Load
9952,2018-04-14 16:15:00,37.94,1.08,1.08,0.02,99.96,58500,Weekend,Saturday,Maximum_Load
9953,2018-04-14 16:30:00,37.22,0.54,2.38,0.02,99.99,59400,Weekend,Saturday,Maximum_Load
9954,2018-04-14 16:45:00,36.0,0.47,2.81,0.02,99.99,60300,Weekend,Saturday,Maximum_Load
9955,2018-04-14 17:00:00,14.62,0.14,15.8,0.01,100.0,61200,Weekend,Saturday,Maximum_Load
9956,2018-04-14 17:15:00,5.22,0.0,26.24,0.0,100.0,62100,Weekend,Saturday,Medium_Load
9957,2018-04-14 17:30:00,4.03,0.0,26.35,0.0,100.0,63000,Weekend,Saturday,Medium_Load
9958,2018-04-14 17:45:00,4.07,0.0,26.24,0.0,100.0,63900,Weekend,Saturday,Medium_Load
9959,2018-04-14 18:00:00,4.07,0.0,26.28,0.0,100.0,64800,Weekend,Saturday,Medium_Load
9960,2018-04-14 18:15:00,3.78,0.0,8.46,0.0,100.0,65700,Weekend,Saturday,Medium_Load
9961,2018-04-14 18:30:00,3.74,0.0,6.84,0.0,100.0,66600,Weekend,Saturday,Medium_Load
9962,2018-04-14 18:45:00,3.89,0.0,21.42,0.0,100.0,67500,Weekend,Saturday,Medium_Load
9963,2018-04-14 19:00:00,4.0,0.0,26.39,0.0,100.0,68400,Weekend,Saturday,Medium_Load
9964,2018-04-14 19:15:00,4.0,0.0,26.46,0.0,100.0,69300,Weekend,Saturday,Medium_Load
9965,2018-04-14 19:30:00,3.96,0.0,26.39,0.0,100.0,70200,Weekend,Saturday,Medium_Load
9966,2018-04-14 19:45:00,3.78,0.0,23.83,0.0,100.0,71100,Weekend,Saturday,Medium_Load
9967,2018-04-14 20:00:00,3.35,0.0,17.5,0.0,100.0,72000,Weekend,Saturday,Medium_Load
9968,2018-04-14 20:15:00,3.35,0.0,17.53,0.0,100.0,72900,Weekend,Saturday,Medium_Load
9969,2018-04-14 20:30:00,3.38,0.0,17.53,0.0,100.0,73800,Weekend,Saturday,Medium_Load
9970,2018-04-14 20:45:00,3.78,0.0,23.62,0.0,100.0,74700,Weekend,Saturday,Medium_Load
9971,2018-04-14 21:00:00,3.85,0.0,24.98,0.0,100.0,75600,Weekend,Saturday,Medium_Load
9972,2018-04-14 21:15:00,3.38,0.0,17.46,0.0,100.0,76500,Weekend,Saturday,Medium_Load
9973,2018-04-14 21:30:00,3.35,0.0,17.5,0.0,100.0,77400,Weekend,Saturday,Medium_Load
9974,2018-04-14 21:45:00,3.38,0.0,17.53,0.0,100.0,78300,Weekend,Saturday,Medium_Load
9975,2018-04-14 22:00:00,3.31,0.0,17.53,0.0,100.0,79200,Weekend,Saturday,Medium_Load
9976,2018-04-14 22:15:00,3.2,1.33,9.79,0.0,92.34,80100,Weekend,Saturday,Medium_Load
9977,2018-04-14 22:30:00,3.53,4.07,0.0,0.0,65.52,81000,Weekend,Saturday,Medium_Load
9978,2018-04-14 22:45:00,3.38,3.89,0.0,0.0,65.59,81900,Weekend,Saturday,Medium_Load
9979,2018-04-14 23:00:00,3.13,3.56,0.0,0.0,66.03,82800,Weekend,Saturday,Medium_Load
9980,2018-04-14 23:15:00,3.02,3.17,0.0,0.0,68.98,83700,Weekend,Saturday,Light_Load
9981,2018-04-14 23:30:00,2.99,3.13,0.0,0.0,69.08,84600,Weekend,Saturday,Light_Load
9982,2018-04-14 23:45:00,3.02,3.2,0.0,0.0,68.64,85500,Weekend,Saturday,Light_Load
9983,2018-04-14 00:00:00,3.02,3.2,0.0,0.0,68.64,0,Weekend,Saturday,Light_Load
9984,2018-04-15 00:15:00,3.1,3.42,0.0,0.0,67.16,900,Weekend,Sunday,Light_Load
9985,2018-04-15 00:30:00,3.1,3.35,0.0,0.0,67.92,1800,Weekend,Sunday,Light_Load
